HINO,BUS,"LV314,318(Leaf Spring)(Excl.Low Floor Model)",84/03~,5016,,1-51630-079-0,,,1-51630-077-0
HINO,BUS,"U32(Leaf Spring)(KAR,LAR,NAR Excl.Low Damping Force Type)",84/03~,5045,,56110-90062,5044,,56210-90003
HINO,BUS,"U32(Leaf Spring)(KAR,LAR,NAR Incl.Low Damping Force Type)",84/03~,,,56110-90063,5044,,56210-90003
HINO,BUS,"U32(Leaf Spring)(KXR,LXR,NXR)",84/03~,5024,,"56110-90201 56110-90207",5044,,56210-90003
HINO,RANGER,"KR,KU All",72~79/09,3256,,6-071-4802-63,,,
HINO,RANGER,"HV10,11,17,20,23 (Incl.Domp,Mixer)",78/08~81/02,3318,,4851A-87305,3271,,4853A-87310
HINO,RANGER,"HV25L(Low Deck Double Tire)",78/08~81/02,3318,,4851A-87305,3319,,4853A-87312
HINO,RANGER,"HV12H,18H,48H(High Floor 3-side Opening Double Tire Long Body)",79/01~81/02,3318,,4851A-87305,3272,,4853A-87311
HINO,RANGER,"GD17,FD12,15,17",80/07~82/06,3322,,48500-1290,,,
HINO,RANGER,"FT173A,175A",80/12~,3322,,48500-1290,,,
HINO,RANGER,"HV10,11,17,20,23 (Incl.Dump,Mixer)",81/02~,,,"4850B-87307 4851A-87306 4851A-87308",3271,,4853A-87310
HINO,RANGER,"HV12H,18H,42H,48H(High Floor 3-side Opening Double Tire Long Body)",81/02~,,,"4850B-87307 4851A-87306 4851A-87308",3272,,4853A-87311
HINO,RANGER,KD154A,81/03~,3322,,48500-1290,,,
HINO,RANGER,"HV76HU,79HU,99HU",84/09~,,,4851A-87308,3272,,4853A-87311
HINO,RANGER,"HV98H,HS,PWS,M,D,DJ,DK,HV78(All)",84/09~,,,4851A-87308,3271,,4853A-87310
HINO,TRUCK,211W,,3769,,48511-0W070,,,
HINO,TRUCK,"FE,FF6W",,5059,,48500-3210A,,,
HINO,TRUCK,"Steering Damper(GM-LUV)",,SD1001,,8-94241-469-1,,,
HINO,TRUCK,"Steering Damper(SKW)",,,,1-51630-050-0,,,1-51630-051-0
HINO,TRUCK,"Steering Damper(TSD,TWD)",,SD2585,,1-51600-176-0,,,
HINO,TRUCK,UC(CHINA),,,E3573,8-97012-317-1,,E3574,8-97178-162-1
HINO,TRUCK,,61~69,3024,,9-51630-171-0,3025,,9-51630-172-0
HINO,TRUCK,HE(Tractor),63~76/10,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02",,,
HINO,TRUCK,"TD,SFR",67~80/02,5016,,"9-51630-286-0 9-51630-374-0",,,
HINO,TRUCK,"TM65,TP61",68~,,,,6020,,951630-377-0
HINO,TRUCK,"FORWARD SBR",70~74/05,3148,,"9-51630-178-0 9-51630-391-0",,,
HINO,TRUCK,"KF,KF701,700,720 (Excl.KF300,702)",70~75/07,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03",,,
HINO,TRUCK,TC,70~75/07,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03",,,
HINO,TRUCK,"ZM (Excl,ZM300,702)",70~75/07,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03",,,
HINO,TRUCK,"KB302,303,313",70~76/02,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03",,,
HINO,TRUCK,"KB322,342,362,382",70~76/02,5032,,"6-071-7800-80 6-071-7800-81",,,
HINO,TRUCK,"T62,63,65 All",70~76/03,3004,,"03241-77001 MC816000",,,
HINO,TRUCK,"TE100,120",70~77,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03",,,
HINO,TRUCK,"KS341,391",70~79/10,5029,,"6-031-7708-00 6-031-7708-01 6-031-7708-02 6-031-7708-03",,,
